"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify non-admin cannot update product","16","testUpdateProductNonAdmin","API Test Suite","Sun Mar 15 21:03:00 UTC 2026","passed","Sun Mar 15 21:03:00 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testUpdateProductNonAdmin"
"","63","test_login_with_wrong_password_returns_401","tests","Sun Mar 15 21:02:36 UTC 2026","passed","Sun Mar 15 21:02:36 UTC 2026","TestLogin","auth_test","",""
"","3","test_admin_can_delete_any_user","tests","Sun Mar 15 21:02:42 UTC 2026","passed","Sun Mar 15 21:02:42 UTC 2026","TestDeleteUser","user_test","",""
"","104","returns HTTP 200 for authenticated user","","Sun Mar 15 21:02:22 UTC 2026","passed","Sun Mar 15 21:02:22 UTC 2026","Order Endpoints > GET /api/orders","orders_test.spec.ts","",""
"","327","returns HTTP 201 on successful order creation","","Sun Mar 15 21:02:19 UTC 2026","passed","Sun Mar 15 21:02:20 UTC 2026","Order Endpoints > POST /api/orders","orders_test.spec.ts","",""
"","326","admin can view any order","","Sun Mar 15 21:02:24 UTC 2026","passed","Sun Mar 15 21:02:25 UTC 2026","Order Endpoints > GET /api/orders/:id","orders_test.spec.ts","",""
"Verify product response includes timestamps","45","testGetProductIncludesTimestamps","API Test Suite","Sun Mar 15 21:02:59 UTC 2026","passed","Sun Mar 15 21:02:59 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testGetProductIncludesTimestamps"
"","248","response body conforms to product schema on creation","","Sun Mar 15 21:02:30 UTC 2026","passed","Sun Mar 15 21:02:30 UTC 2026","Product Endpoints > POST /api/products","products_test.spec.ts","",""
"","2","test_health_includes_uptime","tests","Sun Mar 15 21:02:36 UTC 2026","passed","Sun Mar 15 21:02:36 UTC 2026","TestHealthEndpoint","health_test","",""
"Verify create product fails with missing name","15","testCreateProductMissingName","API Test Suite","Sun Mar 15 21:02:59 UTC 2026","passed","Sun Mar 15 21:02:59 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testCreateProductMissingName"
"","85","returns HTTP 409 on duplicate email","","Sun Mar 15 21:02:18 UTC 2026","passed","Sun Mar 15 21:02:18 UTC 2026","Authentication Endpoints > POST /api/auth/register","auth_test.spec.ts","",""
"","73","returns HTTP 200 with authentication","","Sun Mar 15 21:02:28 UTC 2026","passed","Sun Mar 15 21:02:28 UTC 2026","Product Endpoints > GET /api/products","products_test.spec.ts","",""
"","2","test_root_returns_app_info","tests","Sun Mar 15 21:02:36 UTC 2026","passed","Sun Mar 15 21:02:36 UTC 2026","TestRootEndpoint","health_test","",""
"","64","test_login_returns_user_info","tests","Sun Mar 15 21:02:36 UTC 2026","passed","Sun Mar 15 21:02:36 UTC 2026","TestLogin","auth_test","",""
"Verify get non-existent order returns 404","21","testGetNonExistentOrder","API Test Suite","Sun Mar 15 21:03:02 UTC 2026","passed","Sun Mar 15 21:03:02 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testGetNonExistentOrder"
"","572","Back to products link navigates to products page","chromium","Sun Mar 15 21:03:51 UTC 2026","passed","Sun Mar 15 21:03:51 UTC 2026","Product Detail — Unauthenticated","product_detail_test.spec.ts","",""
"Sign in link navigates to login page","10396","signInLinkNavigatesToLoginPage","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:06:33 UTC 2026","broken","Sun Mar 15 21:06:44 UTC 2026","com.sqa.ui.tests.RegisterTest","UI Tests","com.sqa.ui.tests.RegisterTest","signInLinkNavigatesToLoginPage"
"Search should find products by name substring.","5","test_search_by_name","tests","Sun Mar 15 21:02:40 UTC 2026","passed","Sun Mar 15 21:02:40 UTC 2026","TestFilterProducts","products_test","",""
"","388","Product card link navigates to product detail page","chromium","Sun Mar 15 21:04:02 UTC 2026","passed","Sun Mar 15 21:04:02 UTC 2026","Products — Unauthenticated","products_test.spec.ts","",""
"","786","Sign out button is visible","chromium","Sun Mar 15 21:03:13 UTC 2026","passed","Sun Mar 15 21:03:14 UTC 2026","Navbar — Authenticated Admin","navbar_test.spec.ts","",""
"Authenticated user can place order successfully","789","authenticatedUserCanPlaceOrderSuccessfully","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:09:24 UTC 2026","broken","Sun Mar 15 21:09:24 UTC 2026","com.sqa.ui.tests.ProductDetailTest","UI Tests","com.sqa.ui.tests.ProductDetailTest","authenticatedUserCanPlaceOrderSuccessfully"
"","3","test_user_cannot_delete_other_user","tests","Sun Mar 15 21:02:42 UTC 2026","passed","Sun Mar 15 21:02:42 UTC 2026","TestDeleteUser","user_test","",""
"","380","Dashboard link is not visible","chromium","Sun Mar 15 21:03:11 UTC 2026","passed","Sun Mar 15 21:03:11 UTC 2026","Navbar — Unauthenticated","navbar_test.spec.ts","",""
"","557","non-existent email stays on login page","chromium","Sun Mar 15 21:03:07 UTC 2026","passed","Sun Mar 15 21:03:08 UTC 2026","Login","login_test.spec.ts","",""
"","249","returns HTTP 404 for non-existent product","","Sun Mar 15 21:02:33 UTC 2026","passed","Sun Mar 15 21:02:33 UTC 2026","Product Endpoints > PUT /api/products/:id","products_test.spec.ts","",""
"Verify anyone can list products without authentication","72","testListProductsPublic","API Test Suite","Sun Mar 15 21:03:01 UTC 2026","passed","Sun Mar 15 21:03:01 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testListProductsPublic"
"","928","Admin cancel order dismissed by user leaves order intact","chromium","Sun Mar 15 21:03:34 UTC 2026","passed","Sun Mar 15 21:03:35 UTC 2026","Orders — Authenticated Admin","orders_test.spec.ts","",""
"Verify products can be filtered by multiple criteria","28","testListProductsMultipleFilters","API Test Suite","Sun Mar 15 21:02:59 UTC 2026","passed","Sun Mar 15 21:02:59 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testListProductsMultipleFilters"
"Verify update with invalid status fails","14","testUpdateOrderInvalidStatus","API Test Suite","Sun Mar 15 21:03:02 UTC 2026","passed","Sun Mar 15 21:03:02 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testUpdateOrderInvalidStatus"
"","0","setUpOrders","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:10:39 UTC 2026","broken","Sun Mar 15 21:10:39 UTC 2026","com.sqa.ui.tests.OrdersTest","UI Tests","com.sqa.ui.tests.OrdersTest","setUpOrders"
"","3","test_list_products_returns_paginated_results","tests","Sun Mar 15 21:02:40 UTC 2026","passed","Sun Mar 15 21:02:40 UTC 2026","TestListProducts","products_test","",""
"","3","test_register_with_short_password_returns_400","tests","Sun Mar 15 21:02:35 UTC 2026","passed","Sun Mar 15 21:02:35 UTC 2026","TestRegistration","auth_test","",""
"","69","returns HTTP 400 when items key is absent from body","","Sun Mar 15 21:02:21 UTC 2026","passed","Sun Mar 15 21:02:21 UTC 2026","Order Endpoints > POST /api/orders","orders_test.spec.ts","",""
"Verify new order has default pending status","29","testCreateOrderDefaultStatus","API Test Suite","Sun Mar 15 21:03:02 UTC 2026","passed","Sun Mar 15 21:03:02 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testCreateOrderDefaultStatus"
"Verify logout fails without token","14","testLogoutNoToken","API Test Suite","Sun Mar 15 21:02:53 UTC 2026","passed","Sun Mar 15 21:02:53 UTC 2026","com.automationlab.tests.AuthTest","API Tests","com.automationlab.tests.AuthTest","testLogoutNoToken"
"Verify users list supports pagination","54","testListUsersPagination","API Test Suite","Sun Mar 15 21:02:57 UTC 2026","passed","Sun Mar 15 21:02:57 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testListUsersPagination"
"Empty password shows validation error","10406","emptyPasswordShowsValidationError","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:03:14 UTC 2026","broken","Sun Mar 15 21:03:25 UTC 2026","com.sqa.ui.tests.LoginTest","UI Tests","com.sqa.ui.tests.LoginTest","emptyPasswordShowsValidationError"
"Empty email shows validation error","10479","emptyEmailShowsValidationError","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:03:01 UTC 2026","broken","Sun Mar 15 21:03:11 UTC 2026","com.sqa.ui.tests.LoginTest","UI Tests","com.sqa.ui.tests.LoginTest","emptyEmailShowsValidationError"
"","38488","Step 4: View product detail","","Sun Mar 15 21:05:55 UTC 2026","passed","Sun Mar 15 21:06:33 UTC 2026","","k6 Performance Tests","",""
"","70","returns HTTP 401 without token","","Sun Mar 15 21:02:38 UTC 2026","passed","Sun Mar 15 21:02:38 UTC 2026","User Endpoints > DELETE /api/users/:id","user_test.spec.ts","",""
"Dashboard page displays heading","10605","dashboardPageDisplaysHeading","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:11:31 UTC 2026","broken","Sun Mar 15 21:11:41 UTC 2026","com.sqa.ui.tests.DashboardTest","UI Tests","com.sqa.ui.tests.DashboardTest","dashboardPageDisplaysHeading"
"","363","Orders link is not visible","chromium","Sun Mar 15 21:03:11 UTC 2026","passed","Sun Mar 15 21:03:11 UTC 2026","Navbar — Unauthenticated","navbar_test.spec.ts","",""
"","6","test_list_users_page_navigation","tests","Sun Mar 15 21:02:41 UTC 2026","passed","Sun Mar 15 21:02:41 UTC 2026","TestListUsers","user_test","",""
"","38492","Step 1: Register new user","","Sun Mar 15 21:05:52 UTC 2026","passed","Sun Mar 15 21:06:30 UTC 2026","","k6 Performance Tests","",""
"","467","Search with no matches shows no products found message","chromium","Sun Mar 15 21:04:00 UTC 2026","passed","Sun Mar 15 21:04:00 UTC 2026","Products — Unauthenticated","products_test.spec.ts","",""
"","38489","Step 2: Login","","Sun Mar 15 21:05:53 UTC 2026","passed","Sun Mar 15 21:06:31 UTC 2026","","k6 Performance Tests","",""
"Sign out clears session and redirects to login","10671","signOutClearsSessionAndRedirectsToLogin","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:12:26 UTC 2026","broken","Sun Mar 15 21:12:37 UTC 2026","com.sqa.ui.tests.DashboardTest","UI Tests","com.sqa.ui.tests.DashboardTest","signOutClearsSessionAndRedirectsToLogin"
"Sign in link is visible when unauthenticated","10343","signInLinkIsVisibleWhenUnauthenticated","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:15:33 UTC 2026","broken","Sun Mar 15 21:15:43 UTC 2026","com.sqa.ui.tests.NavigationTest","UI Tests","com.sqa.ui.tests.NavigationTest","signInLinkIsVisibleWhenUnauthenticated"
"","337","register link navigates to register page","chromium","Sun Mar 15 21:03:08 UTC 2026","passed","Sun Mar 15 21:03:08 UTC 2026","Login","login_test.spec.ts","",""
"","917","Dashboard page displays welcome heading","chromium","Sun Mar 15 21:02:51 UTC 2026","passed","Sun Mar 15 21:02:52 UTC 2026","Dashboard — Authenticated Admin","dashboard_test.spec.ts","",""
"","5","returns HTTP 403 with an invalid token","","Sun Mar 15 21:02:19 UTC 2026","passed","Sun Mar 15 21:02:19 UTC 2026","Authentication Endpoints > GET /api/auth/me","auth_test.spec.ts","",""
"","38092","POST /api/products - unauthorized (non-admin)","","Sun Mar 15 21:04:30 UTC 2026","passed","Sun Mar 15 21:05:08 UTC 2026","","k6 Performance Tests","",""
"","11","category filter returns only products from that category","","Sun Mar 15 21:02:28 UTC 2026","passed","Sun Mar 15 21:02:29 UTC 2026","Product Endpoints > GET /api/products","products_test.spec.ts","",""
"","3","test_create_product_returns_id","tests","Sun Mar 15 21:02:40 UTC 2026","passed","Sun Mar 15 21:02:40 UTC 2026","TestCreateProduct","products_test","",""
"Verify products list supports pagination","51","testListProductsPagination","API Test Suite","Sun Mar 15 21:02:59 UTC 2026","passed","Sun Mar 15 21:02:59 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testListProductsPagination"
"","933","User sees product cards","chromium","Sun Mar 15 21:04:06 UTC 2026","passed","Sun Mar 15 21:04:07 UTC 2026","Products — Authenticated User","products_test.spec.ts","",""
"","832","Sign-in link is not visible","chromium","Sun Mar 15 21:03:23 UTC 2026","passed","Sun Mar 15 21:03:23 UTC 2026","Navbar — Authenticated Regular User","navbar_test.spec.ts","",""
"Authenticated user visiting login page is redirected to products — AUT Bug D","10829","authenticatedUserVisitingLoginIsRedirectedToProducts","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:02:47 UTC 2026","broken","Sun Mar 15 21:02:58 UTC 2026","com.sqa.ui.tests.LoginTest","UI Tests","com.sqa.ui.tests.LoginTest","authenticatedUserVisitingLoginIsRedirectedToProducts"
"","656","Valid registration redirects to dashboard page","chromium","Sun Mar 15 21:04:08 UTC 2026","passed","Sun Mar 15 21:04:09 UTC 2026","Register","register_test.spec.ts","",""
"Verify authenticated user can create an order","62","testCreateOrder","API Test Suite","Sun Mar 15 21:03:02 UTC 2026","passed","Sun Mar 15 21:03:02 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testCreateOrder"
"","789","Sign out button is visible","chromium","Sun Mar 15 21:03:20 UTC 2026","passed","Sun Mar 15 21:03:21 UTC 2026","Navbar — Authenticated Regular User","navbar_test.spec.ts","",""
"","9","test_admin_can_update_status_to_processing","tests","Sun Mar 15 21:02:39 UTC 2026","passed","Sun Mar 15 21:02:39 UTC 2026","TestUpdateOrderStatus","orders_test","",""
"","2","test_regular_user_cannot_update_product","tests","Sun Mar 15 21:02:40 UTC 2026","passed","Sun Mar 15 21:02:40 UTC 2026","TestUpdateProduct","products_test","",""
"","7","limit parameter is respected","","Sun Mar 15 21:02:28 UTC 2026","passed","Sun Mar 15 21:02:28 UTC 2026","Product Endpoints > GET /api/products","products_test.spec.ts","",""
"","912","Admin orders page displays order cards","chromium","Sun Mar 15 21:03:28 UTC 2026","passed","Sun Mar 15 21:03:29 UTC 2026","Orders — Authenticated Admin","orders_test.spec.ts","",""
"Verify health endpoint returns environment information","41","testHealthEndpointEnvironment","API Test Suite","Sun Mar 15 21:02:52 UTC 2026","passed","Sun Mar 15 21:02:52 UTC 2026","com.automationlab.tests.HealthTest","API Tests","com.automationlab.tests.HealthTest","testHealthEndpointEnvironment"
"Verify users list does not include passwords","46","testListUsersDoesNotReturnPasswords","API Test Suite","Sun Mar 15 21:02:57 UTC 2026","passed","Sun Mar 15 21:02:57 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testListUsersDoesNotReturnPasswords"
"","984","User can view products page","chromium","Sun Mar 15 21:04:05 UTC 2026","passed","Sun Mar 15 21:04:06 UTC 2026","Products — Authenticated User","products_test.spec.ts","",""
"Authenticated user can navigate to product detail","803","authenticatedUserCanNavigateToProductDetail","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:07:13 UTC 2026","broken","Sun Mar 15 21:07:14 UTC 2026","com.sqa.ui.tests.ProductsTest","UI Tests","com.sqa.ui.tests.ProductsTest","authenticatedUserCanNavigateToProductDetail"
"","38090","GET /api/products/:id","","Sun Mar 15 21:04:29 UTC 2026","passed","Sun Mar 15 21:05:07 UTC 2026","","k6 Performance Tests","",""
"","39137","GET /health","","Sun Mar 15 21:02:23 UTC 2026","passed","Sun Mar 15 21:03:03 UTC 2026","","k6 Performance Tests","",""
"","3","test_create_order_with_empty_items_returns_400","tests","Sun Mar 15 21:02:37 UTC 2026","passed","Sun Mar 15 21:02:37 UTC 2026","TestCreateOrder","orders_test","",""
"","39847","POST /api/auth/login - invalid credentials","","Sun Mar 15 21:03:05 UTC 2026","passed","Sun Mar 15 21:03:45 UTC 2026","","k6 Performance Tests","",""
"","924","User can set quantity before ordering","chromium","Sun Mar 15 21:03:56 UTC 2026","passed","Sun Mar 15 21:03:57 UTC 2026","Product Detail — Authenticated User","product_detail_test.spec.ts","",""
"","38499","Step 6: Check order status","","Sun Mar 15 21:05:57 UTC 2026","passed","Sun Mar 15 21:06:35 UTC 2026","","k6 Performance Tests","",""
"","65","test_login_with_valid_credentials","tests","Sun Mar 15 21:02:35 UTC 2026","passed","Sun Mar 15 21:02:36 UTC 2026","TestLogin","auth_test","",""
"","30214","Order Tests","","Sun Mar 15 21:04:47 UTC 2026","passed","Sun Mar 15 21:05:17 UTC 2026","","JMeter Performance Tests","",""
"Save with empty last name shows validation error","10612","saveWithEmptyLastNameShowsValidationError","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:12:04 UTC 2026","broken","Sun Mar 15 21:12:15 UTC 2026","com.sqa.ui.tests.DashboardTest","UI Tests","com.sqa.ui.tests.DashboardTest","saveWithEmptyLastNameShowsValidationError"
"Verify admin can update any user","47","testAdminUpdateAnyUser","API Test Suite","Sun Mar 15 21:02:56 UTC 2026","passed","Sun Mar 15 21:02:56 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testAdminUpdateAnyUser"
"All returned products should be active.","5","test_list_products_only_returns_active","tests","Sun Mar 15 21:02:40 UTC 2026","passed","Sun Mar 15 21:02:40 UTC 2026","TestListProducts","products_test","",""
"","39219","DELETE /api/users/:id","","Sun Mar 15 21:03:48 UTC 2026","passed","Sun Mar 15 21:04:28 UTC 2026","","k6 Performance Tests","",""
"","76","returns HTTP 201 with minimum required fields — email and password only","","Sun Mar 15 21:02:18 UTC 2026","passed","Sun Mar 15 21:02:18 UTC 2026","Authentication Endpoints > POST /api/auth/register","auth_test.spec.ts","",""
"Verify successful user registration with valid data","131","testSuccessfulRegistration","API Test Suite","Sun Mar 15 21:02:54 UTC 2026","passed","Sun Mar 15 21:02:55 UTC 2026","com.automationlab.tests.AuthTest","API Tests","com.automationlab.tests.AuthTest","testSuccessfulRegistration"
"","294","Register page displays create account heading","chromium","Sun Mar 15 21:04:08 UTC 2026","passed","Sun Mar 15 21:04:08 UTC 2026","Register","register_test.spec.ts","",""
"","3","test_update_nonexistent_product_returns_404","tests","Sun Mar 15 21:02:40 UTC 2026","passed","Sun Mar 15 21:02:40 UTC 2026","TestUpdateProduct","products_test","",""
"","894","Admin status filter pending shows results","chromium","Sun Mar 15 21:03:29 UTC 2026","passed","Sun Mar 15 21:03:30 UTC 2026","Orders — Authenticated Admin","orders_test.spec.ts","",""
"Valid credentials redirect to products page","10399","validCredentialsRedirectToProductsPage","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:04:21 UTC 2026","broken","Sun Mar 15 21:04:32 UTC 2026","com.sqa.ui.tests.LoginTest","UI Tests","com.sqa.ui.tests.LoginTest","validCredentialsRedirectToProductsPage"
"Verify get current user fails with invalid token","27","testGetCurrentUserInvalidToken","API Test Suite","Sun Mar 15 21:02:53 UTC 2026","passed","Sun Mar 15 21:02:53 UTC 2026","com.automationlab.tests.AuthTest","API Tests","com.automationlab.tests.AuthTest","testGetCurrentUserInvalidToken"
"Valid login renders authenticated navbar state","10484","validLoginRendersAuthenticatedNavbarState","SQA Automation Lab — Selenium UI Suite","Sun Mar 15 21:04:34 UTC 2026","broken","Sun Mar 15 21:04:45 UTC 2026","com.sqa.ui.tests.LoginTest","UI Tests","com.sqa.ui.tests.LoginTest","validLoginRendersAuthenticatedNavbarState"
"Verify create order fails with non-existent product","18","testCreateOrderNonExistentProduct","API Test Suite","Sun Mar 15 21:03:02 UTC 2026","passed","Sun Mar 15 21:03:02 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testCreateOrderNonExistentProduct"
"","462","empty email stays on login page","chromium","Sun Mar 15 21:03:05 UTC 2026","passed","Sun Mar 15 21:03:06 UTC 2026","Login","login_test.spec.ts","",""
"","1078","User all status filter options are selectable","chromium","Sun Mar 15 21:03:39 UTC 2026","passed","Sun Mar 15 21:03:40 UTC 2026","Orders — Authenticated User","orders_test.spec.ts","",""
"Verify health endpoint returns healthy status","44","testHealthEndpoint","API Test Suite","Sun Mar 15 21:02:52 UTC 2026","passed","Sun Mar 15 21:02:52 UTC 2026","com.automationlab.tests.HealthTest","API Tests","com.automationlab.tests.HealthTest","testHealthEndpoint"
